FinalID,ConTemp_K,OriginalTraitValue,StandardisedTraitName
MTD4255,302.9493,7.65027,net photosynthesis
MTD4255,303.0344,8.43091,net photosynthesis
MTD4255,298.9468,9.01639,net photosynthesis
MTD4255,302.9493,4.95706,net photosynthesis
MTD4255,312.9554,1.52225,net photosynthesis
MTD4255,289.1962,6.55738,net photosynthesis
MTD4255,305.9298,7.65027,net photosynthesis
MTD4255,306.1853,6.8306,net photosynthesis
MTD4255,307.633,7.181889999999999,net photosynthesis
MTD4255,306.61109999999996,6.16706,net photosynthesis
MTD4255,291.751,9.32865,net photosynthesis
MTD4255,303.5028,7.533180000000001,net photosynthesis
MTD4255,299.96869999999996,9.60187,net photosynthesis
MTD4256,301.41639999999995,6.43185,net photosynthesis
MTD4256,289.45169999999996,11.2175,net photosynthesis
MTD4256,288.813,8.46095,net photosynthesis
MTD4256,288.813,6.54671,net photosynthesis
MTD4256,294.6038,8.690660000000001,net photosynthesis
MTD4256,286.64149999999995,9.45636,net photosynthesis
MTD4256,286.3434,6.43185,net photosynthesis
MTD4256,285.32149999999996,3.2925,net photosynthesis
MTD4256,295.796,10.2221,net photosynthesis
MTD4256,284.08669999999995,5.97243,net photosynthesis
MTD4256,294.26309999999995,9.87749,net photosynthesis
MTD4256,308.1013,1.2251100000000001,net photosynthesis
MTD4256,294.81669999999997,5.43645,net photosynthesis
MTD4256,308.7826,2.7947900000000003,net photosynthesis
MTD4256,314.7863,0.22970900000000002,net photosynthesis
MTD4256,313.7218,3.94334,net photosynthesis
MTD4256,288.00399999999996,4.63247,net photosynthesis
MTD4256,315.4249,0.114855,net photosynthesis
MTD4256,301.11839999999995,8.23124,net photosynthesis
MTD4256,310.18769999999995,4.05819,net photosynthesis
MTD4256,301.11839999999995,5.58959,net photosynthesis
MTD4256,314.8288,0.5742729999999999,net photosynthesis
MTD4257,284.08419999999995,6.965789399999999,net photosynthesis
MTD4257,286.3888,7.499629399999999,net photosynthesis
MTD4257,286.6508,10.4945994,net photosynthesis
MTD4257,288.006,5.6536494,net photosynthesis
MTD4257,288.4393,8.9555594,net photosynthesis
MTD4257,288.8628,7.4571594,net photosynthesis
MTD4257,288.82439999999997,9.5309594,net photosynthesis
MTD4257,294.24469999999997,10.9429394,net photosynthesis
MTD4257,289.42699999999996,12.2181294,net photosynthesis
MTD4257,285.3585,4.2755094,net photosynthesis
MTD4257,301.1516,9.241859400000001,net photosynthesis
MTD4257,314.82869999999997,1.4620234,net photosynthesis
MTD4257,314.7428,1.1549437,net photosynthesis
MTD4257,313.76939999999996,4.958399399999999,net photosynthesis
MTD4257,310.229,5.041029399999999,net photosynthesis
MTD4257,308.8615,3.8143994,net photosynthesis
MTD4257,315.55289999999997,1.0,net photosynthesis
MTD4257,301.4466,7.4364494,net photosynthesis
MTD4257,301.1037,6.6305594,net photosynthesis
MTD4257,295.8662,11.2091294,net photosynthesis
MTD4257,308.13309999999996,2.2410994,net photosynthesis
MTD4257,294.83279999999996,6.4872694,net photosynthesis
MTD4257,295.6554,12.4383294,net photosynthesis
MTD4257,294.6687,9.7133594,net photosynthesis
MTD4258,314.7011,1.03369,net photosynthesis
MTD4258,301.20349999999996,10.7198,net photosynthesis
MTD4258,301.3313,11.2175,net photosynthesis
MTD4258,308.31419999999997,2.25881,net photosynthesis
MTD4258,308.6549,5.74273,net photosynthesis
MTD4258,314.06239999999997,0.7656970000000001,net photosynthesis
MTD4258,314.9991,1.41654,net photosynthesis
MTD4258,315.1269,0.9954059999999999,net photosynthesis
MTD4258,301.11839999999995,12.6723,net photosynthesis
MTD4258,309.2084,3.3307800000000003,net photosynthesis
MTD4258,296.094,15.3522,net photosynthesis
MTD4258,295.71079999999995,18.6064,net photosynthesis
MTD4258,295.15729999999996,11.9449,net photosynthesis
MTD4258,283.44809999999995,5.091880000000001,net photosynthesis
MTD4258,286.1305,7.88668,net photosynthesis
MTD4258,288.21689999999995,4.90046,net photosynthesis
MTD4258,285.7047,3.90505,net photosynthesis
MTD4258,286.55629999999996,11.8683,net photosynthesis
MTD4258,289.0685,9.87749,net photosynthesis
MTD4258,290.2181,14.7397,net photosynthesis
MTD4258,294.4335,6.89127,net photosynthesis
MTD4258,294.5612,13.0934,net photosynthesis
MTD4258,288.813,8.65237,net photosynthesis
MTD4258,288.2595,9.188360000000001,net photosynthesis
MTD4265,290.75039999999996,7.94393,net photosynthesis
MTD4265,291.1336,13.3567,net photosynthesis
MTD4265,299.0533,21.1449,net photosynthesis
MTD4265,294.07149999999996,24.4548,net photosynthesis
MTD4265,297.8185,15.6931,net photosynthesis
MTD4265,298.1165,21.2617,net photosynthesis
MTD4265,296.0727,16.3941,net photosynthesis
MTD4265,296.24309999999997,17.8349,net photosynthesis
MTD4265,306.7175,16.8224,net photosynthesis
MTD4265,293.8161,16.2773,net photosynthesis
MTD4265,294.96569999999997,18.1075,net photosynthesis
MTD4265,290.70779999999996,13.3567,net photosynthesis
MTD4265,289.8562,15.148,net photosynthesis
MTD4265,294.029,10.514000000000001,net photosynthesis
MTD4265,289.6859,2.49221,net photosynthesis
MTD4265,307.18589999999995,20.5218,net photosynthesis
MTD4265,301.18219999999997,17.7181,net photosynthesis
MTD4265,307.9949,17.9907,net photosynthesis
MTD4265,314.6372,12.1885,net photosynthesis
MTD4265,313.1044,22.8583,net photosynthesis
MTD4265,312.55089999999996,13.5125,net photosynthesis
MTD4265,313.23209999999995,10.9424,net photosynthesis
MTD4265,301.13969999999995,18.0685,net photosynthesis
MTD4265,314.8075,12.0327,net photosynthesis
MTD4265,303.01309999999995,20.9502,net photosynthesis
MTD4265,308.33549999999997,20.6386,net photosynthesis
MTD4265,302.58729999999997,20.5218,net photosynthesis
MTD4265,308.03749999999997,24.0265,net photosynthesis
MTD4265,303.0557,19.7819,net photosynthesis
MTD4265,307.2285,16.5498,net photosynthesis
MTD4265,312.84889999999996,16.1215,net photosynthesis
MTD4266,315.24929999999995,5.224266999999999,net photosynthesis
MTD4266,308.7228,8.373267,net photosynthesis
MTD4266,309.02139999999997,14.824907,net photosynthesis
MTD4266,309.02139999999997,11.445507,net photosynthesis
MTD4266,311.8794,10.754227,net photosynthesis
MTD4266,293.1957,10.062977,net photosynthesis
MTD4266,317.59549999999996,10.024576999999999,net photosynthesis
MTD4266,314.6948,8.757297,net photosynthesis
MTD4266,308.12559999999996,17.359407,net photosynthesis
MTD4266,293.537,12.098307,net photosynthesis
MTD4266,285.5601,3.1889369999999997,net photosynthesis
MTD4266,286.11469999999997,8.373267,net photosynthesis
MTD4266,288.6314,10.062977,net photosynthesis
MTD4266,315.8465,3.764977,net photosynthesis
MTD4266,289.14329999999995,9.179727,net photosynthesis
MTD4266,290.8922,11.176607,net photosynthesis
MTD4266,301.17249999999996,14.978507,net photosynthesis
MTD4266,301.0872,15.362506999999999,net photosynthesis
MTD4266,297.93059999999997,14.556106999999999,net photosynthesis
MTD4266,296.0537,15.439307,net photosynthesis
MTD4266,302.3243,10.101387,net photosynthesis
MTD4266,318.2353,2.036866,net photosynthesis
MTD4266,303.09209999999996,18.626707000000003,net photosynthesis
MTD4266,301.81239999999997,10.216587,net photosynthesis
MTD4266,318.49129999999997,2.920127,net photosynthesis
MTD4266,318.9178,1.0,net photosynthesis
MTD4266,319.2591,2.958527,net photosynthesis
MTD4266,315.5906,7.682027,net photosynthesis
MTD4266,294.2195,8.680487000000001,net photosynthesis
MTD4266,294.73139999999995,12.789507,net photosynthesis
MTD4267,318.7267,1.0,net photosynthesis
MTD4267,316.3959,6.44449,net photosynthesis
MTD4267,318.1744,1.6139420000000002,net photosynthesis
MTD4267,315.1534,2.653394,net photosynthesis
MTD4267,309.50509999999997,9.904100000000001,net photosynthesis
MTD4267,294.21909999999997,9.852570000000002,net photosynthesis
MTD4267,308.52119999999996,7.645159999999999,net photosynthesis
MTD4267,302.1447,12.75144,net photosynthesis
MTD4267,284.756,4.61903,net photosynthesis
MTD4267,286.38129999999995,8.25624,net photosynthesis
MTD4267,309.038,10.517900000000001,net photosynthesis
MTD4267,317.671,5.33127,net photosynthesis
MTD4267,315.28369999999995,3.9175600000000004,net photosynthesis
MTD4267,294.5528,6.40372,net photosynthesis
MTD4267,293.11159999999995,9.624509999999999,net photosynthesis
MTD4267,290.38899999999995,10.81672,net photosynthesis
MTD4267,297.24699999999996,12.18478,net photosynthesis
MTD4267,318.1753,2.0354,net photosynthesis
MTD4267,297.50399999999996,12.95064,net photosynthesis
MTD4267,288.1665,6.682409999999999,net photosynthesis
MTD4267,301.5046,12.062850000000001,net photosynthesis
MTD4267,302.268,10.56733,net photosynthesis
MTD4267,302.1753,6.85098,net photosynthesis
MTD4267,307.96999999999997,8.7955,net photosynthesis
MTD4267,315.2886,6.33136,net photosynthesis
MTD4267,301.11539999999997,9.074959999999999,net photosynthesis
MTD4268,293.1987,10.0804583,net photosynthesis
MTD4268,285.49179999999996,3.1839082999999997,net photosynthesis
MTD4268,289.11109999999996,9.237548299999998,net photosynthesis
MTD4268,319.1719,2.9923382999999997,net photosynthesis
MTD4268,318.8313,1.0,net photosynthesis
MTD4268,318.36289999999997,2.9157083,net photosynthesis
MTD4268,318.15,2.0344823,net photosynthesis
MTD4268,297.83979999999997,14.4866283,net photosynthesis
MTD4268,315.51009999999997,7.6666682999999995,net photosynthesis
MTD4268,311.8057,10.770118299999998,net photosynthesis
MTD4268,290.89939999999996,11.153228299999999,net photosynthesis
MTD4268,294.6889,12.8007283,net photosynthesis
MTD4268,294.178,8.6628383,net photosynthesis
MTD4268,293.53929999999997,12.1494283,net photosynthesis
MTD4268,308.9955,14.8697283,net photosynthesis
MTD4268,308.9955,11.421428299999999,net photosynthesis
MTD4268,288.6427,10.003828299999999,net photosynthesis
MTD4268,308.01619999999997,17.3218283,net photosynthesis
MTD4268,286.1305,8.356318299999998,net photosynthesis
MTD4268,303.0344,18.5479283,net photosynthesis
MTD4268,315.85069999999996,3.7203082999999997,net photosynthesis
MTD4268,308.6549,8.4329483,net photosynthesis
MTD4268,317.5113,10.0421483,net photosynthesis
MTD4268,300.9906,15.406128299999999,net photosynthesis
MTD4268,315.212,5.2145583,net photosynthesis
MTD4268,301.7571,10.272028299999999,net photosynthesis
MTD4268,314.6585,8.7777783,net photosynthesis
MTD4268,296.0089,15.4444283,net photosynthesis
MTD4268,302.2254,10.118778299999999,net photosynthesis
MTD4268,301.07579999999996,14.9463283,net photosynthesis
MTD4269,299.2449,14.7151,net photosynthesis
MTD4269,299.3726,8.62607,net photosynthesis
MTD4269,300.2242,16.2763,net photosynthesis
MTD4269,288.813,10.8509,net photosynthesis
MTD4269,292.9006,11.1241,net photosynthesis
MTD4269,287.2376,9.60187,net photosynthesis
MTD4269,290.0052,9.56284,net photosynthesis
MTD4269,291.19739999999996,10.8509,net photosynthesis
MTD4269,292.09159999999997,9.40671,net photosynthesis
MTD4269,291.8361,12.4512,net photosynthesis
MTD4269,295.0721,14.2857,net photosynthesis
MTD4269,295.28499999999997,13.8173,net photosynthesis
MTD4269,295.11469999999997,8.7822,net photosynthesis
MTD4269,295.11469999999997,8.39188,net photosynthesis
MTD4269,297.5417,12.9196,net photosynthesis
MTD4269,290.98449999999997,8.58704,net photosynthesis
MTD4269,312.9554,7.96253,net photosynthesis
MTD4269,311.20959999999997,9.67994,net photosynthesis
MTD4269,312.2315,6.12803,net photosynthesis
MTD4269,307.9736,12.3731,net photosynthesis
MTD4269,307.633,11.8267,net photosynthesis
MTD4269,306.2279,15.4176,net photosynthesis
MTD4269,303.1196,10.1483,net photosynthesis
MTD4269,303.4176,12.2561,net photosynthesis
MTD4269,303.077,13.6222,net photosynthesis
MTD4269,308.05879999999996,11.007,net photosynthesis
MTD4269,312.3592,6.635439999999999,net photosynthesis
MTD4269,293.2412,11.4754,net photosynthesis
MTD4269,300.2242,13.0367,net photosynthesis
MTD4269,297.7972,13.466,net photosynthesis
MTD4269,310.6135,11.4754,net photosynthesis
MTD4269,308.1439,8.58704,net photosynthesis
MTD4270,309.29359999999997,6.8147,net photosynthesis
MTD4270,309.0807,9.3415,net photosynthesis
MTD4270,308.31419999999997,11.3706,net photosynthesis
MTD4270,301.6293,7.810110000000001,net photosynthesis
MTD4270,314.61589999999995,1.41654,net photosynthesis
MTD4270,314.9991,1.72282,net photosynthesis
MTD4270,315.0843,5.13017,net photosynthesis
MTD4270,301.41639999999995,11.7534,net photosynthesis
MTD4270,288.38719999999995,8.3461,net photosynthesis
MTD4270,300.7777,13.17,net photosynthesis
MTD4270,285.19379999999995,6.77642,net photosynthesis
MTD4270,286.81179999999995,7.810110000000001,net photosynthesis
MTD4270,287.0673,7.159269999999999,net photosynthesis
MTD4270,287.70599999999996,5.0153099999999995,net photosynthesis
MTD4270,288.6853,7.848389999999999,net photosynthesis
MTD4270,289.1962,6.24043,net photosynthesis
MTD4270,287.3653,10.7963,net photosynthesis
MTD4270,315.33979999999997,2.06738,net photosynthesis
MTD4270,309.2084,4.32619,net photosynthesis
MTD4270,301.07579999999996,15.4671,net photosynthesis
MTD4270,294.6038,12.4043,net photosynthesis
MTD4270,294.178,7.044410000000001,net photosynthesis
MTD4270,294.9018,15.1991,net photosynthesis
MTD4270,295.54049999999995,11.3323,net photosynthesis
MTD4271,294.79549999999995,8.02208,net photosynthesis
MTD4271,295.39279999999997,8.0979,net photosynthesis
MTD4271,301.2356,7.512239999999999,net photosynthesis
MTD4271,288.7364,7.148789999999999,net photosynthesis
MTD4271,294.0718,8.75292,net photosynthesis
MTD4271,287.32759999999996,6.6134699999999995,net photosynthesis
MTD4271,308.47799999999995,2.9304200000000002,net photosynthesis
MTD4271,309.0771,3.8894900000000003,net photosynthesis
MTD4271,308.3033,0.9337690000000001,net photosynthesis
MTD4271,288.05449999999996,7.45713,net photosynthesis
MTD4271,287.62219999999996,4.61605,net photosynthesis
MTD4271,301.49179999999996,7.62703,net photosynthesis
MTD4271,288.98909999999995,5.53547,net photosynthesis
MTD4271,301.82489999999996,3.59421,net photosynthesis
MTD4271,308.26649999999995,3.8140199999999997,net photosynthesis
MTD4271,301.359,5.24629,net photosynthesis
MTD4271,286.4747,6.73008,net photosynthesis
MTD4271,294.2369,6.02606,net photosynthesis
MTD4271,294.2383,6.71731,net photosynthesis
MTD4271,315.64099999999996,1.26732,net photosynthesis
MTD4271,315.25579999999997,0.653509,net photosynthesis
MTD4271,315.46819999999997,0.192328,net photosynthesis
MTD4272,295.5831,11.2557,net photosynthesis
MTD4272,308.27169999999995,11.3706,net photosynthesis
MTD4272,301.41639999999995,11.7534,net photosynthesis
MTD4272,301.58669999999995,7.810110000000001,net photosynthesis
MTD4272,301.07579999999996,15.3905,net photosynthesis
MTD4272,287.4079,10.758,net photosynthesis
MTD4272,294.9444,15.1225,net photosynthesis
MTD4272,314.9566,1.6845299999999999,net photosynthesis
MTD4272,300.73519999999996,13.1317,net photosynthesis
MTD4272,315.1269,5.091880000000001,net photosynthesis
MTD4272,314.5734,1.41654,net photosynthesis
MTD4272,287.0673,7.12098,net photosynthesis
MTD4272,309.2084,6.8147,net photosynthesis
MTD4272,294.6038,12.366,net photosynthesis
MTD4272,315.33979999999997,1.9908099999999997,net photosynthesis
MTD4272,286.76919999999996,7.77182,net photosynthesis
MTD4272,309.0807,9.30322,net photosynthesis
MTD4272,285.19379999999995,6.73813,net photosynthesis
MTD4272,294.178,7.044410000000001,net photosynthesis
MTD4272,309.251,4.2879,net photosynthesis
MTD4272,288.7279,7.810110000000001,net photosynthesis
MTD4272,288.38719999999995,8.26953,net photosynthesis
MTD4272,287.70599999999996,4.97703,net photosynthesis
MTD4272,289.1962,6.20214,net photosynthesis
MTD4281,311.43769999999995,4.6513,net photosynthesis
MTD4281,316.18679999999995,3.3358,net photosynthesis
MTD4281,298.2691,6.41673,net photosynthesis
MTD4281,293.66839999999996,6.32627,net photosynthesis
MTD4281,302.479,6.16753,net photosynthesis
MTD4281,306.99859999999995,5.72459,net photosynthesis
MTD4281,321.02209999999997,1.6712599999999997,net photosynthesis
MTD4284,304.239,10.8462,net photosynthesis
MTD4284,313.1681,6.89744,net photosynthesis
MTD4284,318.4468,2.84615,net photosynthesis
MTD4284,308.22619999999995,10.4103,net photosynthesis
MTD4284,312.2134,8.75641,net photosynthesis
MTD4284,300.3923,10.5256,net photosynthesis
MTD4284,295.3943,10.5128,net photosynthesis
MTD4285,302.4346,0.954918,respiration rate
MTD4285,297.4264,0.803279,respiration rate
MTD4285,292.4183,0.594262,respiration rate
MTD4285,307.2435,1.15164,respiration rate
MTD4285,311.8533,1.37705,respiration rate
MTD4285,316.3492,1.80738,respiration rate
MTD4285,318.45489999999995,2.04098,respiration rate
MTD4287,302.77959999999996,1.7961099999999999,respiration rate
MTD4287,297.50899999999996,1.48339,respiration rate
MTD4287,312.18129999999996,3.46392,respiration rate
MTD4287,316.6828,5.0355099999999995,respiration rate
MTD4287,321.2697,5.6449,respiration rate
MTD4287,292.97909999999996,1.41924,respiration rate
MTD4287,307.4805,2.55785,respiration rate
MTD4288,319.7027,5.89347,respiration rate
MTD4288,306.4548,2.6219900000000003,respiration rate
MTD4288,315.37219999999996,4.602519999999999,respiration rate
MTD4288,297.30949999999996,1.55556,respiration rate
MTD4288,292.80809999999997,1.7159200000000001,respiration rate
